order_id,product,category,region,quantity,unit_price,order_date,status,revenue,year_month,etl_timestamp,etl_batch_id
ORD-01385,Keyboard,Office,South,7,401.35,2024-10-02,cancelled,2809.45,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01386,Webcam,Accessories,East,15,504.82,2024-08-21,completed,7572.3,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01387,Headset,Accessories,North,39,326.93,2024-09-14,refunded,12750.27,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01388,Monitor,Home,West,41,830.39,2024-09-10,completed,34045.99,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01389,Usb Hub,Electronics,East,10,829.6,2024-04-17,pending,8296.0,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01390,Mouse,Electronics,South,32,730.11,2024-06-02,refunded,23363.52,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01391,Keyboard,Electronics,West,22,428.2,2024-08-30,refunded,9420.4,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01392,Usb Hub,Sports,North,34,729.48,2024-05-24,completed,24802.32,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01393,Mouse,Office,West,7,139.58,2024-10-24,cancelled,977.06,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01394,Laptop,Home,West,42,172.05,2024-03-11,completed,7226.1,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01395,Desk Lamp,Home,South,14,225.95,2024-04-10,pending,3163.3,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01396,Laptop,Home,North,44,787.63,2024-03-16,completed,34655.72,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01397,Usb Hub,Accessories,North,7,362.02,2024-08-30,completed,2534.14,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01398,Laptop,Electronics,East,38,439.47,2024-03-17,completed,16699.86,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01399,Usb Hub,Accessories,North,8,248.44,2024-09-07,completed,1987.52,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01400,Tablet,Accessories,West,50,694.87,2024-12-09,completed,34743.5,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01401,Desk Lamp,Sports,East,41,656.65,2024-07-07,completed,26922.65,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01402,Monitor,Electronics,North,32,644.99,2024-09-17,completed,20639.68,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01403,Tablet,Office,West,18,696.78,2024-02-18,pending,12542.04,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01404,Keyboard,Sports,West,42,705.7,2024-06-01,completed,29639.4,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01405,Monitor,Home,North,46,909.78,2024-10-02,completed,41849.88,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01406,Laptop,Sports,West,5,523.7,2024-10-26,completed,2618.5,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01407,Monitor,Accessories,North,12,863.37,2024-12-21,completed,10360.44,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01408,Speaker,Sports,East,8,48.74,2024-10-21,completed,389.92,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01409,Keyboard,Electronics,East,49,44.65,2024-03-04,completed,2187.85,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01410,Webcam,Office,South,28,977.32,2024-12-02,completed,27364.96,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01411,Headset,Electronics,East,43,538.75,2024-03-12,completed,23166.25,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01412,Webcam,Office,East,39,542.82,2024-04-17,completed,21169.98,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01413,Laptop,Accessories,North,13,150.24,2024-04-20,refunded,1953.12,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01414,Tablet,Office,South,38,365.46,2024-03-06,pending,13887.48,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01415,Usb Hub,Electronics,East,17,387.95,2024-03-24,completed,6595.15,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01416,Monitor,Home,West,45,151.8,2024-04-14,completed,6831.0,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01417,Headset,Accessories,East,37,660.73,2024-09-18,completed,24447.01,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01418,Usb Hub,Accessories,East,28,385.14,2024-11-05,completed,10783.92,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01419,Headset,Electronics,North,44,552.88,2024-02-03,completed,24326.72,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01420,Monitor,Home,East,50,280.51,2024-04-25,completed,14025.5,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01421,Monitor,Sports,South,25,952.26,2024-03-04,completed,23806.5,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01422,Headset,Office,West,7,533.66,2024-12-24,completed,3735.62,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01423,Headset,Office,East,39,108.07,2024-01-25,completed,4214.73,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01424,Usb Hub,Accessories,East,48,681.02,2024-09-29,completed,32688.96,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01425,Usb Hub,Sports,South,17,19.39,2024-09-19,pending,329.63,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01426,Keyboard,Accessories,West,37,738.06,2024-01-28,cancelled,27308.22,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01427,Webcam,Accessories,West,46,463.2,2024-08-12,refunded,21307.2,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01428,Desk Lamp,Office,East,18,953.08,2024-09-23,cancelled,17155.44,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01429,Mouse,Home,North,20,412.44,2024-06-09,pending,8248.8,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01430,Monitor,Electronics,South,6,173.45,2024-01-30,completed,1040.7,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01431,Headset,Office,West,1,962.53,2024-08-05,completed,962.53,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01432,Keyboard,Sports,West,33,688.26,2024-12-12,cancelled,22712.58,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01433,Monitor,Sports,North,40,198.27,2024-01-04,pending,7930.8,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01434,Speaker,Home,South,48,664.55,2024-09-27,completed,31898.4,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01435,Laptop,Office,West,11,677.77,2024-09-25,cancelled,7455.47,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01436,Keyboard,Electronics,East,9,518.54,2024-01-27,completed,4666.86,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01437,Usb Hub,Accessories,East,8,344.57,2024-12-13,completed,2756.56,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01438,Speaker,Electronics,East,20,488.28,2024-05-15,completed,9765.6,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01439,Tablet,Sports,South,20,929.81,2024-11-25,completed,18596.2,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01440,Laptop,Sports,West,4,362.18,2024-11-11,completed,1448.72,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01441,Headset,Home,North,1,356.21,2024-04-05,completed,356.21,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01442,Laptop,Electronics,West,32,205.56,2024-09-27,completed,6577.92,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01443,Keyboard,Sports,North,32,16.83,2024-12-02,completed,538.56,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01444,Desk Lamp,Sports,East,20,370.84,2024-04-03,completed,7416.8,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01445,Headset,Electronics,West,43,840.95,2024-03-23,completed,36160.85,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01446,Usb Hub,Electronics,East,46,206.47,2024-04-07,completed,9497.62,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01447,Keyboard,Sports,West,48,337.89,2024-01-17,completed,16218.72,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01448,Mouse,Sports,East,8,426.87,2024-10-08,completed,3414.96,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01449,Keyboard,Home,West,33,728.72,2024-07-18,completed,24047.76,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01450,Monitor,Electronics,South,10,350.67,2024-01-07,pending,3506.7,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01451,Mouse,Electronics,East,28,976.66,2024-01-05,completed,27346.48,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01452,Headset,Home,West,6,763.28,2024-05-06,completed,4579.68,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01453,Speaker,Accessories,South,18,769.05,2024-05-14,refunded,13842.9,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01454,Mouse,Sports,South,31,709.39,2024-02-22,pending,21991.09,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01455,Speaker,Office,South,13,992.62,2024-10-29,completed,12904.06,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01456,Keyboard,Accessories,North,9,407.26,2024-05-20,refunded,3665.34,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01457,Keyboard,Sports,North,40,207.64,2024-01-27,completed,8305.6,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01458,Speaker,Home,South,15,342.81,2024-09-02,completed,5142.15,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01459,Usb Hub,Electronics,East,8,276.54,2024-05-23,cancelled,2212.32,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01460,Usb Hub,Accessories,East,4,189.92,2024-01-01,completed,759.68,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01461,Webcam,Accessories,East,31,287.35,2024-11-06,completed,8907.85,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01462,Keyboard,Home,West,24,340.93,2024-02-27,completed,8182.32,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01463,Laptop,Office,South,22,366.95,2024-07-04,pending,8072.9,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01464,Tablet,Office,East,16,653.74,2024-04-17,completed,10459.84,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01465,Monitor,Electronics,South,41,745.15,2024-03-02,completed,30551.15,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01466,Mouse,Accessories,West,7,84.12,2024-10-06,completed,588.84,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01467,Headset,Sports,South,35,723.55,2024-01-23,completed,25324.25,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01468,Usb Hub,Office,East,49,854.89,2024-10-13,refunded,41889.61,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01469,Webcam,Sports,North,28,77.02,2024-08-02,completed,2156.56,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01470,Speaker,Electronics,South,39,281.4,2024-03-07,completed,10974.6,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01471,Tablet,Electronics,South,48,816.38,2024-09-10,completed,39186.24,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01472,Speaker,Electronics,South,29,753.21,2024-07-15,completed,21843.09,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01473,Usb Hub,Sports,East,14,192.22,2024-03-22,completed,2691.08,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01474,Tablet,Electronics,West,33,710.67,2024-09-25,completed,23452.11,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01475,Mouse,Home,East,36,127.9,2024-04-24,completed,4604.4,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01476,Mouse,Home,North,41,156.65,2024-05-22,cancelled,6422.65,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01477,Headset,Electronics,South,14,539.24,2024-01-01,completed,7549.36,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01478,Tablet,Home,East,6,946.95,2024-10-08,completed,5681.7,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01479,Keyboard,Sports,East,21,985.4,2024-11-16,pending,20693.4,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01480,Webcam,Accessories,East,12,263.42,2024-01-09,completed,3161.04,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01481,Tablet,Electronics,West,42,264.76,2024-11-16,completed,11119.92,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01482,Speaker,Accessories,West,15,331.01,2024-04-14,completed,4965.15,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01483,Usb Hub,Accessories,West,15,732.5,2024-08-10,completed,10987.5,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01484,Desk Lamp,Electronics,West,12,464.79,2024-03-31,completed,5577.48,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01485,Desk Lamp,Accessories,East,2,317.05,2024-03-31,pending,634.1,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01486,Tablet,Accessories,North,10,81.32,2024-05-05,completed,813.2,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01487,Usb Hub,Electronics,South,47,752.93,2024-01-07,completed,35387.71,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01488,Usb Hub,Sports,North,8,828.29,2024-11-25,cancelled,6626.32,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01489,Keyboard,Accessories,North,18,151.2,2024-11-17,completed,2721.6,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01490,Laptop,Electronics,East,46,94.11,2024-03-12,completed,4329.06,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01491,Tablet,Sports,South,20,338.43,2024-03-20,completed,6768.6,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01492,Speaker,Home,North,2,826.67,2024-02-22,completed,1653.34,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01493,Monitor,Office,West,10,11.19,2024-04-24,completed,111.9,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01494,Usb Hub,Sports,South,23,658.8,2024-04-25,cancelled,15152.4,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01495,Usb Hub,Electronics,West,11,990.85,2024-04-24,completed,10899.35,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01496,Headset,Home,North,40,340.38,2024-07-03,cancelled,13615.2,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01497,Monitor,Electronics,South,12,434.33,2024-06-20,completed,5211.96,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01498,Usb Hub,Accessories,East,40,819.38,2024-06-27,cancelled,32775.2,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01499,Headset,Sports,East,17,812.6,2024-12-30,pending,13814.2,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01500,Laptop,Accessories,South,21,156.29,2024-08-16,pending,3282.09,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01501,Desk Lamp,Electronics,North,37,433.17,2024-05-22,completed,16027.29,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01502,Webcam,Accessories,South,50,391.16,2024-06-12,completed,19558.0,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01503,Desk Lamp,Sports,East,9,804.11,2024-11-30,cancelled,7236.99,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01504,Usb Hub,Sports,West,35,538.42,2024-09-29,completed,18844.7,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01505,Mouse,Sports,North,38,717.76,2024-09-26,completed,27274.88,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01506,Mouse,Electronics,South,24,12.83,2024-01-09,completed,307.92,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01507,Desk Lamp,Accessories,North,4,912.24,2024-07-03,pending,3648.96,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01508,Keyboard,Home,West,10,836.89,2024-10-09,refunded,8368.9,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01509,Usb Hub,Accessories,South,15,65.3,2024-03-11,completed,979.5,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01510,Keyboard,Sports,North,45,965.25,2024-07-09,completed,43436.25,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01511,Monitor,Office,North,31,839.05,2024-03-21,completed,26010.55,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01512,Webcam,Accessories,North,16,86.28,2024-10-18,pending,1380.48,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01513,Usb Hub,Accessories,South,31,746.11,2024-09-27,completed,23129.41,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01514,Headset,Sports,West,47,343.95,2024-11-26,completed,16165.65,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01515,Headset,Electronics,South,4,882.34,2024-01-17,completed,3529.36,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01516,Keyboard,Office,South,1,402.42,2024-08-04,completed,402.42,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01517,Desk Lamp,Office,East,37,506.84,2024-12-29,completed,18753.08,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01518,Keyboard,Home,North,34,383.77,2024-03-05,pending,13048.18,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01519,Usb Hub,Office,North,15,398.36,2024-10-13,completed,5975.4,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01520,Monitor,Sports,West,21,656.16,2024-07-26,pending,13779.36,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01521,Keyboard,Electronics,East,42,429.97,2024-05-18,completed,18058.74,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01522,Monitor,Home,East,2,247.12,2024-03-24,completed,494.24,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01523,Monitor,Accessories,North,49,910.58,2024-04-06,completed,44618.42,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01524,Laptop,Accessories,East,6,976.89,2024-10-16,completed,5861.34,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01525,Desk Lamp,Electronics,North,21,102.27,2024-06-07,completed,2147.67,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01526,Webcam,Home,West,33,202.92,2024-07-19,pending,6696.36,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01527,Keyboard,Electronics,East,27,897.54,2024-09-14,completed,24233.58,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01528,Keyboard,Electronics,West,31,590.48,2024-01-20,completed,18304.88,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01529,Keyboard,Sports,North,41,102.35,2024-04-28,cancelled,4196.35,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01530,Keyboard,Accessories,East,29,787.49,2024-06-22,completed,22837.21,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01531,Tablet,Sports,North,46,776.42,2024-07-17,completed,35715.32,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01532,Tablet,Office,North,10,571.22,2024-09-11,completed,5712.2,2024-09,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01533,Laptop,Accessories,East,36,868.85,2024-02-14,completed,31278.6,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01534,Desk Lamp,Home,South,19,169.85,2024-05-23,completed,3227.15,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01535,Webcam,Electronics,North,12,713.54,2024-08-23,completed,8562.48,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01536,Desk Lamp,Home,West,42,924.91,2024-03-04,refunded,38846.22,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01537,Desk Lamp,Electronics,East,19,406.92,2024-11-13,cancelled,7731.48,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01538,Keyboard,Sports,East,33,846.38,2024-06-09,completed,27930.54,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01539,Usb Hub,Office,West,17,878.62,2024-12-15,completed,14936.54,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01540,Laptop,Accessories,North,10,854.52,2024-05-28,completed,8545.2,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01541,Tablet,Sports,North,15,394.33,2024-08-24,completed,5914.95,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01542,Webcam,Sports,West,42,539.75,2024-08-26,completed,22669.5,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01543,Keyboard,Electronics,West,50,438.77,2024-07-24,completed,21938.5,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01544,Webcam,Home,West,14,705.26,2024-08-31,completed,9873.64,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01545,Desk Lamp,Electronics,South,31,154.05,2024-04-19,completed,4775.55,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01546,Laptop,Office,West,4,937.09,2024-07-04,pending,3748.36,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01547,Desk Lamp,Accessories,North,14,869.33,2024-12-16,completed,12170.62,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01548,Headset,Accessories,North,10,78.56,2024-07-26,completed,785.6,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01549,Desk Lamp,Sports,South,43,894.13,2024-04-04,pending,38447.59,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01550,Monitor,Sports,East,49,303.93,2024-04-11,completed,14892.57,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01551,Usb Hub,Sports,West,35,691.93,2024-03-23,refunded,24217.55,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01552,Usb Hub,Home,West,1,565.29,2024-11-01,completed,565.29,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01553,Tablet,Office,South,21,667.41,2024-06-11,completed,14015.61,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01554,Desk Lamp,Accessories,West,21,122.46,2024-12-11,completed,2571.66,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01555,Speaker,Electronics,West,9,637.94,2024-11-23,refunded,5741.46,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01556,Monitor,Electronics,South,48,979.23,2024-08-03,completed,47003.04,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01557,Keyboard,Office,West,14,354.59,2024-04-07,refunded,4964.26,2024-04,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01558,Tablet,Electronics,East,24,26.02,2024-06-06,completed,624.48,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01559,Monitor,Sports,West,27,416.27,2024-06-29,pending,11239.29,2024-06,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01560,Usb Hub,Office,East,8,927.08,2024-08-22,completed,7416.64,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01561,Keyboard,Office,South,35,441.51,2024-05-25,pending,15452.85,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01562,Usb Hub,Home,North,6,807.87,2024-02-23,completed,4847.22,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01563,Laptop,Office,West,7,501.43,2024-11-15,cancelled,3510.01,2024-11,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01564,Monitor,Sports,North,43,297.0,2024-08-03,completed,12771.0,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01565,Desk Lamp,Office,West,8,203.59,2024-08-28,refunded,1628.72,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01566,Webcam,Sports,West,42,706.79,2024-07-21,completed,29685.18,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01567,Webcam,Accessories,East,18,880.8,2024-05-15,completed,15854.4,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01568,Usb Hub,Accessories,North,27,42.34,2024-01-14,completed,1143.18,2024-01,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01569,Webcam,Office,East,22,178.7,2024-10-19,refunded,3931.4,2024-10,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01570,Mouse,Office,West,13,620.1,2024-07-20,pending,8061.3,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01571,Tablet,Sports,South,41,396.5,2024-03-29,completed,16256.5,2024-03,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01572,Webcam,Office,South,28,238.65,2024-12-29,pending,6682.2,2024-12,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01573,Speaker,Electronics,West,49,631.04,2024-05-13,pending,30920.96,2024-05,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01574,Keyboard,Home,South,6,102.32,2024-08-11,completed,613.92,2024-08,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01575,Tablet,Accessories,North,40,710.49,2024-02-10,completed,28419.6,2024-02,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01576,Laptop,Accessories,West,41,635.18,2024-07-02,completed,26042.38,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
ORD-01577,Mouse,Home,South,35,842.04,2024-07-12,pending,29471.4,2024-07,2026-03-26T12:09:59.830901,BATCH-20260326120959
