full_date,date_id,day_of_week,day_name,month_number,month_name,quarter,year,is_weekend,fiscal_year
2022-04-07,20220407,4,Thursday,4,April,2,2022,False,2022
2022-04-08,20220408,5,Friday,4,April,2,2022,False,2022
2022-04-09,20220409,6,Saturday,4,April,2,2022,True,2022
2022-04-10,20220410,7,Sunday,4,April,2,2022,True,2022
2022-04-11,20220411,1,Monday,4,April,2,2022,False,2022
2022-04-12,20220412,2,Tuesday,4,April,2,2022,False,2022
2022-04-13,20220413,3,Wednesday,4,April,2,2022,False,2022
2022-04-14,20220414,4,Thursday,4,April,2,2022,False,2022
2022-04-15,20220415,5,Friday,4,April,2,2022,False,2022
2022-04-16,20220416,6,Saturday,4,April,2,2022,True,2022
2022-04-17,20220417,7,Sunday,4,April,2,2022,True,2022
2022-04-18,20220418,1,Monday,4,April,2,2022,False,2022
2022-04-19,20220419,2,Tuesday,4,April,2,2022,False,2022
2022-04-20,20220420,3,Wednesday,4,April,2,2022,False,2022
2022-04-21,20220421,4,Thursday,4,April,2,2022,False,2022
2022-04-22,20220422,5,Friday,4,April,2,2022,False,2022
2022-04-23,20220423,6,Saturday,4,April,2,2022,True,2022
2022-04-24,20220424,7,Sunday,4,April,2,2022,True,2022
2022-04-25,20220425,1,Monday,4,April,2,2022,False,2022
2022-04-26,20220426,2,Tuesday,4,April,2,2022,False,2022
2022-04-27,20220427,3,Wednesday,4,April,2,2022,False,2022
2022-04-28,20220428,4,Thursday,4,April,2,2022,False,2022
2022-04-29,20220429,5,Friday,4,April,2,2022,False,2022
2022-04-30,20220430,6,Saturday,4,April,2,2022,True,2022
2022-05-01,20220501,7,Sunday,5,May,2,2022,True,2022
2022-05-02,20220502,1,Monday,5,May,2,2022,False,2022
2022-05-03,20220503,2,Tuesday,5,May,2,2022,False,2022
2022-05-04,20220504,3,Wednesday,5,May,2,2022,False,2022
2022-05-05,20220505,4,Thursday,5,May,2,2022,False,2022
2022-05-06,20220506,5,Friday,5,May,2,2022,False,2022
2022-05-07,20220507,6,Saturday,5,May,2,2022,True,2022
2022-05-08,20220508,7,Sunday,5,May,2,2022,True,2022
2022-05-09,20220509,1,Monday,5,May,2,2022,False,2022
2022-05-10,20220510,2,Tuesday,5,May,2,2022,False,2022
2022-05-11,20220511,3,Wednesday,5,May,2,2022,False,2022
2022-05-12,20220512,4,Thursday,5,May,2,2022,False,2022
2022-05-13,20220513,5,Friday,5,May,2,2022,False,2022
2022-05-14,20220514,6,Saturday,5,May,2,2022,True,2022
2022-05-15,20220515,7,Sunday,5,May,2,2022,True,2022
2022-05-16,20220516,1,Monday,5,May,2,2022,False,2022
2022-05-17,20220517,2,Tuesday,5,May,2,2022,False,2022
2022-05-18,20220518,3,Wednesday,5,May,2,2022,False,2022
2022-05-19,20220519,4,Thursday,5,May,2,2022,False,2022
2022-05-20,20220520,5,Friday,5,May,2,2022,False,2022
2022-05-21,20220521,6,Saturday,5,May,2,2022,True,2022
2022-05-22,20220522,7,Sunday,5,May,2,2022,True,2022
2022-05-23,20220523,1,Monday,5,May,2,2022,False,2022
2022-05-24,20220524,2,Tuesday,5,May,2,2022,False,2022
2022-05-25,20220525,3,Wednesday,5,May,2,2022,False,2022
2022-05-26,20220526,4,Thursday,5,May,2,2022,False,2022
2022-05-27,20220527,5,Friday,5,May,2,2022,False,2022
2022-05-28,20220528,6,Saturday,5,May,2,2022,True,2022
2022-05-29,20220529,7,Sunday,5,May,2,2022,True,2022
2022-05-30,20220530,1,Monday,5,May,2,2022,False,2022
2022-05-31,20220531,2,Tuesday,5,May,2,2022,False,2022
2022-06-01,20220601,3,Wednesday,6,June,2,2022,False,2022
2022-06-02,20220602,4,Thursday,6,June,2,2022,False,2022
2022-06-03,20220603,5,Friday,6,June,2,2022,False,2022
2022-06-04,20220604,6,Saturday,6,June,2,2022,True,2022
2022-06-05,20220605,7,Sunday,6,June,2,2022,True,2022
2022-06-06,20220606,1,Monday,6,June,2,2022,False,2022
2022-06-07,20220607,2,Tuesday,6,June,2,2022,False,2022
2022-06-08,20220608,3,Wednesday,6,June,2,2022,False,2022
2022-06-09,20220609,4,Thursday,6,June,2,2022,False,2022
2022-06-10,20220610,5,Friday,6,June,2,2022,False,2022
2022-06-11,20220611,6,Saturday,6,June,2,2022,True,2022
2022-06-12,20220612,7,Sunday,6,June,2,2022,True,2022
2022-06-13,20220613,1,Monday,6,June,2,2022,False,2022
2022-06-14,20220614,2,Tuesday,6,June,2,2022,False,2022
2022-06-15,20220615,3,Wednesday,6,June,2,2022,False,2022
2022-06-16,20220616,4,Thursday,6,June,2,2022,False,2022
2022-06-17,20220617,5,Friday,6,June,2,2022,False,2022
2022-06-18,20220618,6,Saturday,6,June,2,2022,True,2022
2022-06-19,20220619,7,Sunday,6,June,2,2022,True,2022
2022-06-20,20220620,1,Monday,6,June,2,2022,False,2022
2022-06-21,20220621,2,Tuesday,6,June,2,2022,False,2022
2022-06-22,20220622,3,Wednesday,6,June,2,2022,False,2022
2022-06-23,20220623,4,Thursday,6,June,2,2022,False,2022
2022-06-24,20220624,5,Friday,6,June,2,2022,False,2022
2022-06-25,20220625,6,Saturday,6,June,2,2022,True,2022
2022-06-26,20220626,7,Sunday,6,June,2,2022,True,2022
2022-06-27,20220627,1,Monday,6,June,2,2022,False,2022
2022-06-28,20220628,2,Tuesday,6,June,2,2022,False,2022
2022-06-29,20220629,3,Wednesday,6,June,2,2022,False,2022
2022-06-30,20220630,4,Thursday,6,June,2,2022,False,2022
2022-07-01,20220701,5,Friday,7,July,3,2022,False,2022
2022-07-02,20220702,6,Saturday,7,July,3,2022,True,2022
2022-07-03,20220703,7,Sunday,7,July,3,2022,True,2022
2022-07-04,20220704,1,Monday,7,July,3,2022,False,2022
2022-07-05,20220705,2,Tuesday,7,July,3,2022,False,2022
2022-07-06,20220706,3,Wednesday,7,July,3,2022,False,2022
2022-07-07,20220707,4,Thursday,7,July,3,2022,False,2022
2022-07-08,20220708,5,Friday,7,July,3,2022,False,2022
2022-07-09,20220709,6,Saturday,7,July,3,2022,True,2022
2022-07-10,20220710,7,Sunday,7,July,3,2022,True,2022
2022-07-11,20220711,1,Monday,7,July,3,2022,False,2022
2022-07-12,20220712,2,Tuesday,7,July,3,2022,False,2022
2022-07-13,20220713,3,Wednesday,7,July,3,2022,False,2022
2022-07-14,20220714,4,Thursday,7,July,3,2022,False,2022
2022-07-15,20220715,5,Friday,7,July,3,2022,False,2022
2022-07-16,20220716,6,Saturday,7,July,3,2022,True,2022
2022-07-17,20220717,7,Sunday,7,July,3,2022,True,2022
2022-07-18,20220718,1,Monday,7,July,3,2022,False,2022
2022-07-19,20220719,2,Tuesday,7,July,3,2022,False,2022
2022-07-20,20220720,3,Wednesday,7,July,3,2022,False,2022
2022-07-21,20220721,4,Thursday,7,July,3,2022,False,2022
2022-07-22,20220722,5,Friday,7,July,3,2022,False,2022
2022-07-23,20220723,6,Saturday,7,July,3,2022,True,2022
2022-07-24,20220724,7,Sunday,7,July,3,2022,True,2022
2022-07-25,20220725,1,Monday,7,July,3,2022,False,2022
2022-07-26,20220726,2,Tuesday,7,July,3,2022,False,2022
2022-07-27,20220727,3,Wednesday,7,July,3,2022,False,2022
2022-07-28,20220728,4,Thursday,7,July,3,2022,False,2022
2022-07-29,20220729,5,Friday,7,July,3,2022,False,2022
2022-07-30,20220730,6,Saturday,7,July,3,2022,True,2022
2022-07-31,20220731,7,Sunday,7,July,3,2022,True,2022
2022-08-01,20220801,1,Monday,8,August,3,2022,False,2023
2022-08-02,20220802,2,Tuesday,8,August,3,2022,False,2023
2022-08-03,20220803,3,Wednesday,8,August,3,2022,False,2023
2022-08-04,20220804,4,Thursday,8,August,3,2022,False,2023
2022-08-05,20220805,5,Friday,8,August,3,2022,False,2023
2022-08-06,20220806,6,Saturday,8,August,3,2022,True,2023
2022-08-07,20220807,7,Sunday,8,August,3,2022,True,2023
2022-08-08,20220808,1,Monday,8,August,3,2022,False,2023
2022-08-09,20220809,2,Tuesday,8,August,3,2022,False,2023
2022-08-10,20220810,3,Wednesday,8,August,3,2022,False,2023
2022-08-11,20220811,4,Thursday,8,August,3,2022,False,2023
2022-08-12,20220812,5,Friday,8,August,3,2022,False,2023
2022-08-13,20220813,6,Saturday,8,August,3,2022,True,2023
2022-08-14,20220814,7,Sunday,8,August,3,2022,True,2023
2022-08-15,20220815,1,Monday,8,August,3,2022,False,2023
2022-08-16,20220816,2,Tuesday,8,August,3,2022,False,2023
2022-08-17,20220817,3,Wednesday,8,August,3,2022,False,2023
2022-08-18,20220818,4,Thursday,8,August,3,2022,False,2023
2022-08-19,20220819,5,Friday,8,August,3,2022,False,2023
2022-08-20,20220820,6,Saturday,8,August,3,2022,True,2023
2022-08-21,20220821,7,Sunday,8,August,3,2022,True,2023
2022-08-22,20220822,1,Monday,8,August,3,2022,False,2023
2022-08-23,20220823,2,Tuesday,8,August,3,2022,False,2023
2022-08-24,20220824,3,Wednesday,8,August,3,2022,False,2023
2022-08-25,20220825,4,Thursday,8,August,3,2022,False,2023
2022-08-26,20220826,5,Friday,8,August,3,2022,False,2023
2022-08-27,20220827,6,Saturday,8,August,3,2022,True,2023
2022-08-28,20220828,7,Sunday,8,August,3,2022,True,2023
2022-08-29,20220829,1,Monday,8,August,3,2022,False,2023
2022-08-30,20220830,2,Tuesday,8,August,3,2022,False,2023
2022-08-31,20220831,3,Wednesday,8,August,3,2022,False,2023
2022-09-01,20220901,4,Thursday,9,September,3,2022,False,2023
2022-09-02,20220902,5,Friday,9,September,3,2022,False,2023
2022-09-03,20220903,6,Saturday,9,September,3,2022,True,2023
2022-09-04,20220904,7,Sunday,9,September,3,2022,True,2023
2022-09-05,20220905,1,Monday,9,September,3,2022,False,2023
2022-09-06,20220906,2,Tuesday,9,September,3,2022,False,2023
2022-09-07,20220907,3,Wednesday,9,September,3,2022,False,2023
2022-09-08,20220908,4,Thursday,9,September,3,2022,False,2023
2022-09-09,20220909,5,Friday,9,September,3,2022,False,2023
2022-09-10,20220910,6,Saturday,9,September,3,2022,True,2023
2022-09-11,20220911,7,Sunday,9,September,3,2022,True,2023
2022-09-12,20220912,1,Monday,9,September,3,2022,False,2023
2022-09-13,20220913,2,Tuesday,9,September,3,2022,False,2023
2022-09-14,20220914,3,Wednesday,9,September,3,2022,False,2023
2022-09-15,20220915,4,Thursday,9,September,3,2022,False,2023
2022-09-16,20220916,5,Friday,9,September,3,2022,False,2023
2022-09-17,20220917,6,Saturday,9,September,3,2022,True,2023
2022-09-18,20220918,7,Sunday,9,September,3,2022,True,2023
2022-09-19,20220919,1,Monday,9,September,3,2022,False,2023
2022-09-20,20220920,2,Tuesday,9,September,3,2022,False,2023
2022-09-21,20220921,3,Wednesday,9,September,3,2022,False,2023
2022-09-22,20220922,4,Thursday,9,September,3,2022,False,2023
2022-09-23,20220923,5,Friday,9,September,3,2022,False,2023
2022-09-24,20220924,6,Saturday,9,September,3,2022,True,2023
2022-09-25,20220925,7,Sunday,9,September,3,2022,True,2023
2022-09-26,20220926,1,Monday,9,September,3,2022,False,2023
2022-09-27,20220927,2,Tuesday,9,September,3,2022,False,2023
2022-09-28,20220928,3,Wednesday,9,September,3,2022,False,2023
2022-09-29,20220929,4,Thursday,9,September,3,2022,False,2023
2022-09-30,20220930,5,Friday,9,September,3,2022,False,2023
2022-10-01,20221001,6,Saturday,10,October,4,2022,True,2023
2022-10-02,20221002,7,Sunday,10,October,4,2022,True,2023
2022-10-03,20221003,1,Monday,10,October,4,2022,False,2023
2022-10-04,20221004,2,Tuesday,10,October,4,2022,False,2023
2022-10-05,20221005,3,Wednesday,10,October,4,2022,False,2023
2022-10-06,20221006,4,Thursday,10,October,4,2022,False,2023
2022-10-07,20221007,5,Friday,10,October,4,2022,False,2023
2022-10-08,20221008,6,Saturday,10,October,4,2022,True,2023
2022-10-09,20221009,7,Sunday,10,October,4,2022,True,2023
2022-10-10,20221010,1,Monday,10,October,4,2022,False,2023
2022-10-11,20221011,2,Tuesday,10,October,4,2022,False,2023
2022-10-12,20221012,3,Wednesday,10,October,4,2022,False,2023
2022-10-13,20221013,4,Thursday,10,October,4,2022,False,2023
2022-10-14,20221014,5,Friday,10,October,4,2022,False,2023
2022-10-15,20221015,6,Saturday,10,October,4,2022,True,2023
2022-10-16,20221016,7,Sunday,10,October,4,2022,True,2023
2022-10-17,20221017,1,Monday,10,October,4,2022,False,2023
2022-10-18,20221018,2,Tuesday,10,October,4,2022,False,2023
2022-10-19,20221019,3,Wednesday,10,October,4,2022,False,2023
2022-10-20,20221020,4,Thursday,10,October,4,2022,False,2023
2022-10-21,20221021,5,Friday,10,October,4,2022,False,2023
2022-10-22,20221022,6,Saturday,10,October,4,2022,True,2023
2022-10-23,20221023,7,Sunday,10,October,4,2022,True,2023
2022-10-24,20221024,1,Monday,10,October,4,2022,False,2023
2022-10-25,20221025,2,Tuesday,10,October,4,2022,False,2023
2022-10-26,20221026,3,Wednesday,10,October,4,2022,False,2023
2022-10-27,20221027,4,Thursday,10,October,4,2022,False,2023
2022-10-28,20221028,5,Friday,10,October,4,2022,False,2023
2022-10-29,20221029,6,Saturday,10,October,4,2022,True,2023
2022-10-30,20221030,7,Sunday,10,October,4,2022,True,2023
2022-10-31,20221031,1,Monday,10,October,4,2022,False,2023
2022-11-01,20221101,2,Tuesday,11,November,4,2022,False,2023
2022-11-02,20221102,3,Wednesday,11,November,4,2022,False,2023
2022-11-03,20221103,4,Thursday,11,November,4,2022,False,2023
2022-11-04,20221104,5,Friday,11,November,4,2022,False,2023
2022-11-05,20221105,6,Saturday,11,November,4,2022,True,2023
2022-11-06,20221106,7,Sunday,11,November,4,2022,True,2023
2022-11-07,20221107,1,Monday,11,November,4,2022,False,2023
2022-11-08,20221108,2,Tuesday,11,November,4,2022,False,2023
2022-11-09,20221109,3,Wednesday,11,November,4,2022,False,2023
2022-11-10,20221110,4,Thursday,11,November,4,2022,False,2023
2022-11-11,20221111,5,Friday,11,November,4,2022,False,2023
2022-11-12,20221112,6,Saturday,11,November,4,2022,True,2023
2022-11-13,20221113,7,Sunday,11,November,4,2022,True,2023
2022-11-14,20221114,1,Monday,11,November,4,2022,False,2023
2022-11-15,20221115,2,Tuesday,11,November,4,2022,False,2023
2022-11-16,20221116,3,Wednesday,11,November,4,2022,False,2023
2022-11-17,20221117,4,Thursday,11,November,4,2022,False,2023
2022-11-18,20221118,5,Friday,11,November,4,2022,False,2023
2022-11-19,20221119,6,Saturday,11,November,4,2022,True,2023
2022-11-20,20221120,7,Sunday,11,November,4,2022,True,2023
2022-11-21,20221121,1,Monday,11,November,4,2022,False,2023
2022-11-22,20221122,2,Tuesday,11,November,4,2022,False,2023
2022-11-23,20221123,3,Wednesday,11,November,4,2022,False,2023
2022-11-24,20221124,4,Thursday,11,November,4,2022,False,2023
2022-11-25,20221125,5,Friday,11,November,4,2022,False,2023
2022-11-26,20221126,6,Saturday,11,November,4,2022,True,2023
2022-11-27,20221127,7,Sunday,11,November,4,2022,True,2023
2022-11-28,20221128,1,Monday,11,November,4,2022,False,2023
2022-11-29,20221129,2,Tuesday,11,November,4,2022,False,2023
2022-11-30,20221130,3,Wednesday,11,November,4,2022,False,2023
2022-12-01,20221201,4,Thursday,12,December,4,2022,False,2023
2022-12-02,20221202,5,Friday,12,December,4,2022,False,2023
2022-12-03,20221203,6,Saturday,12,December,4,2022,True,2023
2022-12-04,20221204,7,Sunday,12,December,4,2022,True,2023
2022-12-05,20221205,1,Monday,12,December,4,2022,False,2023
2022-12-06,20221206,2,Tuesday,12,December,4,2022,False,2023
2022-12-07,20221207,3,Wednesday,12,December,4,2022,False,2023
2022-12-08,20221208,4,Thursday,12,December,4,2022,False,2023
2022-12-09,20221209,5,Friday,12,December,4,2022,False,2023
2022-12-10,20221210,6,Saturday,12,December,4,2022,True,2023
2022-12-11,20221211,7,Sunday,12,December,4,2022,True,2023
2022-12-12,20221212,1,Monday,12,December,4,2022,False,2023
2022-12-13,20221213,2,Tuesday,12,December,4,2022,False,2023
2022-12-14,20221214,3,Wednesday,12,December,4,2022,False,2023
2022-12-15,20221215,4,Thursday,12,December,4,2022,False,2023
2022-12-16,20221216,5,Friday,12,December,4,2022,False,2023
2022-12-17,20221217,6,Saturday,12,December,4,2022,True,2023
2022-12-18,20221218,7,Sunday,12,December,4,2022,True,2023
2022-12-19,20221219,1,Monday,12,December,4,2022,False,2023
2022-12-20,20221220,2,Tuesday,12,December,4,2022,False,2023
2022-12-21,20221221,3,Wednesday,12,December,4,2022,False,2023
2022-12-22,20221222,4,Thursday,12,December,4,2022,False,2023
2022-12-23,20221223,5,Friday,12,December,4,2022,False,2023
2022-12-24,20221224,6,Saturday,12,December,4,2022,True,2023
2022-12-25,20221225,7,Sunday,12,December,4,2022,True,2023
2022-12-26,20221226,1,Monday,12,December,4,2022,False,2023
2022-12-27,20221227,2,Tuesday,12,December,4,2022,False,2023
2022-12-28,20221228,3,Wednesday,12,December,4,2022,False,2023
2022-12-29,20221229,4,Thursday,12,December,4,2022,False,2023
2022-12-30,20221230,5,Friday,12,December,4,2022,False,2023
2022-12-31,20221231,6,Saturday,12,December,4,2022,True,2023
2023-01-01,20230101,7,Sunday,1,January,1,2023,True,2023
2023-01-02,20230102,1,Monday,1,January,1,2023,False,2023
2023-01-03,20230103,2,Tuesday,1,January,1,2023,False,2023
2023-01-04,20230104,3,Wednesday,1,January,1,2023,False,2023
2023-01-05,20230105,4,Thursday,1,January,1,2023,False,2023
2023-01-06,20230106,5,Friday,1,January,1,2023,False,2023
2023-01-07,20230107,6,Saturday,1,January,1,2023,True,2023
2023-01-08,20230108,7,Sunday,1,January,1,2023,True,2023
2023-01-09,20230109,1,Monday,1,January,1,2023,False,2023
2023-01-10,20230110,2,Tuesday,1,January,1,2023,False,2023
2023-01-11,20230111,3,Wednesday,1,January,1,2023,False,2023
2023-01-12,20230112,4,Thursday,1,January,1,2023,False,2023
2023-01-13,20230113,5,Friday,1,January,1,2023,False,2023
2023-01-14,20230114,6,Saturday,1,January,1,2023,True,2023
2023-01-15,20230115,7,Sunday,1,January,1,2023,True,2023
2023-01-16,20230116,1,Monday,1,January,1,2023,False,2023
2023-01-17,20230117,2,Tuesday,1,January,1,2023,False,2023
2023-01-18,20230118,3,Wednesday,1,January,1,2023,False,2023
2023-01-19,20230119,4,Thursday,1,January,1,2023,False,2023
2023-01-20,20230120,5,Friday,1,January,1,2023,False,2023
2023-01-21,20230121,6,Saturday,1,January,1,2023,True,2023
2023-01-22,20230122,7,Sunday,1,January,1,2023,True,2023
2023-01-23,20230123,1,Monday,1,January,1,2023,False,2023
2023-01-24,20230124,2,Tuesday,1,January,1,2023,False,2023
2023-01-25,20230125,3,Wednesday,1,January,1,2023,False,2023
2023-01-26,20230126,4,Thursday,1,January,1,2023,False,2023
2023-01-27,20230127,5,Friday,1,January,1,2023,False,2023
2023-01-28,20230128,6,Saturday,1,January,1,2023,True,2023
2023-01-29,20230129,7,Sunday,1,January,1,2023,True,2023
2023-01-30,20230130,1,Monday,1,January,1,2023,False,2023
2023-01-31,20230131,2,Tuesday,1,January,1,2023,False,2023
2023-02-01,20230201,3,Wednesday,2,February,1,2023,False,2023
2023-02-02,20230202,4,Thursday,2,February,1,2023,False,2023
2023-02-03,20230203,5,Friday,2,February,1,2023,False,2023
2023-02-04,20230204,6,Saturday,2,February,1,2023,True,2023
2023-02-05,20230205,7,Sunday,2,February,1,2023,True,2023
2023-02-06,20230206,1,Monday,2,February,1,2023,False,2023
2023-02-07,20230207,2,Tuesday,2,February,1,2023,False,2023
2023-02-08,20230208,3,Wednesday,2,February,1,2023,False,2023
2023-02-09,20230209,4,Thursday,2,February,1,2023,False,2023
2023-02-10,20230210,5,Friday,2,February,1,2023,False,2023
2023-02-11,20230211,6,Saturday,2,February,1,2023,True,2023
2023-02-12,20230212,7,Sunday,2,February,1,2023,True,2023
2023-02-13,20230213,1,Monday,2,February,1,2023,False,2023
2023-02-14,20230214,2,Tuesday,2,February,1,2023,False,2023
2023-02-15,20230215,3,Wednesday,2,February,1,2023,False,2023
2023-02-16,20230216,4,Thursday,2,February,1,2023,False,2023
2023-02-17,20230217,5,Friday,2,February,1,2023,False,2023
2023-02-18,20230218,6,Saturday,2,February,1,2023,True,2023
2023-02-19,20230219,7,Sunday,2,February,1,2023,True,2023
2023-02-20,20230220,1,Monday,2,February,1,2023,False,2023
2023-02-21,20230221,2,Tuesday,2,February,1,2023,False,2023
2023-02-22,20230222,3,Wednesday,2,February,1,2023,False,2023
2023-02-23,20230223,4,Thursday,2,February,1,2023,False,2023
2023-02-24,20230224,5,Friday,2,February,1,2023,False,2023
2023-02-25,20230225,6,Saturday,2,February,1,2023,True,2023
2023-02-26,20230226,7,Sunday,2,February,1,2023,True,2023
2023-02-27,20230227,1,Monday,2,February,1,2023,False,2023
2023-02-28,20230228,2,Tuesday,2,February,1,2023,False,2023
2023-03-01,20230301,3,Wednesday,3,March,1,2023,False,2023
2023-03-02,20230302,4,Thursday,3,March,1,2023,False,2023
2023-03-03,20230303,5,Friday,3,March,1,2023,False,2023
2023-03-04,20230304,6,Saturday,3,March,1,2023,True,2023
2023-03-05,20230305,7,Sunday,3,March,1,2023,True,2023
2023-03-06,20230306,1,Monday,3,March,1,2023,False,2023
2023-03-07,20230307,2,Tuesday,3,March,1,2023,False,2023
2023-03-08,20230308,3,Wednesday,3,March,1,2023,False,2023
2023-03-09,20230309,4,Thursday,3,March,1,2023,False,2023
2023-03-10,20230310,5,Friday,3,March,1,2023,False,2023
2023-03-11,20230311,6,Saturday,3,March,1,2023,True,2023
2023-03-12,20230312,7,Sunday,3,March,1,2023,True,2023
2023-03-13,20230313,1,Monday,3,March,1,2023,False,2023
2023-03-14,20230314,2,Tuesday,3,March,1,2023,False,2023
2023-03-15,20230315,3,Wednesday,3,March,1,2023,False,2023
2023-03-16,20230316,4,Thursday,3,March,1,2023,False,2023
2023-03-17,20230317,5,Friday,3,March,1,2023,False,2023
2023-03-18,20230318,6,Saturday,3,March,1,2023,True,2023
2023-03-19,20230319,7,Sunday,3,March,1,2023,True,2023
2023-03-20,20230320,1,Monday,3,March,1,2023,False,2023
2023-03-21,20230321,2,Tuesday,3,March,1,2023,False,2023
2023-03-22,20230322,3,Wednesday,3,March,1,2023,False,2023
2023-03-23,20230323,4,Thursday,3,March,1,2023,False,2023
2023-03-24,20230324,5,Friday,3,March,1,2023,False,2023
2023-03-25,20230325,6,Saturday,3,March,1,2023,True,2023
2023-03-26,20230326,7,Sunday,3,March,1,2023,True,2023
2023-03-27,20230327,1,Monday,3,March,1,2023,False,2023
2023-03-28,20230328,2,Tuesday,3,March,1,2023,False,2023
2023-03-29,20230329,3,Wednesday,3,March,1,2023,False,2023
2023-03-30,20230330,4,Thursday,3,March,1,2023,False,2023
2023-03-31,20230331,5,Friday,3,March,1,2023,False,2023
2023-04-01,20230401,6,Saturday,4,April,2,2023,True,2023
2023-04-02,20230402,7,Sunday,4,April,2,2023,True,2023
2023-04-03,20230403,1,Monday,4,April,2,2023,False,2023
2023-04-04,20230404,2,Tuesday,4,April,2,2023,False,2023
2023-04-05,20230405,3,Wednesday,4,April,2,2023,False,2023
2023-04-06,20230406,4,Thursday,4,April,2,2023,False,2023
2023-04-07,20230407,5,Friday,4,April,2,2023,False,2023
2023-04-08,20230408,6,Saturday,4,April,2,2023,True,2023
2023-04-09,20230409,7,Sunday,4,April,2,2023,True,2023
2023-04-10,20230410,1,Monday,4,April,2,2023,False,2023
2023-04-11,20230411,2,Tuesday,4,April,2,2023,False,2023
2023-04-12,20230412,3,Wednesday,4,April,2,2023,False,2023
2023-04-13,20230413,4,Thursday,4,April,2,2023,False,2023
2023-04-14,20230414,5,Friday,4,April,2,2023,False,2023
2023-04-15,20230415,6,Saturday,4,April,2,2023,True,2023
2023-04-16,20230416,7,Sunday,4,April,2,2023,True,2023
2023-04-17,20230417,1,Monday,4,April,2,2023,False,2023
2023-04-18,20230418,2,Tuesday,4,April,2,2023,False,2023
2023-04-19,20230419,3,Wednesday,4,April,2,2023,False,2023
2023-04-20,20230420,4,Thursday,4,April,2,2023,False,2023
2023-04-21,20230421,5,Friday,4,April,2,2023,False,2023
2023-04-22,20230422,6,Saturday,4,April,2,2023,True,2023
2023-04-23,20230423,7,Sunday,4,April,2,2023,True,2023
2023-04-24,20230424,1,Monday,4,April,2,2023,False,2023
2023-04-25,20230425,2,Tuesday,4,April,2,2023,False,2023
2023-04-26,20230426,3,Wednesday,4,April,2,2023,False,2023
2023-04-27,20230427,4,Thursday,4,April,2,2023,False,2023
2023-04-28,20230428,5,Friday,4,April,2,2023,False,2023
2023-04-29,20230429,6,Saturday,4,April,2,2023,True,2023
2023-04-30,20230430,7,Sunday,4,April,2,2023,True,2023
2023-05-01,20230501,1,Monday,5,May,2,2023,False,2023
2023-05-02,20230502,2,Tuesday,5,May,2,2023,False,2023
2023-05-03,20230503,3,Wednesday,5,May,2,2023,False,2023
2023-05-04,20230504,4,Thursday,5,May,2,2023,False,2023
2023-05-05,20230505,5,Friday,5,May,2,2023,False,2023
2023-05-06,20230506,6,Saturday,5,May,2,2023,True,2023
2023-05-07,20230507,7,Sunday,5,May,2,2023,True,2023
2023-05-08,20230508,1,Monday,5,May,2,2023,False,2023
2023-05-09,20230509,2,Tuesday,5,May,2,2023,False,2023
2023-05-10,20230510,3,Wednesday,5,May,2,2023,False,2023
2023-05-11,20230511,4,Thursday,5,May,2,2023,False,2023
2023-05-12,20230512,5,Friday,5,May,2,2023,False,2023
2023-05-13,20230513,6,Saturday,5,May,2,2023,True,2023
2023-05-14,20230514,7,Sunday,5,May,2,2023,True,2023
2023-05-15,20230515,1,Monday,5,May,2,2023,False,2023
2023-05-16,20230516,2,Tuesday,5,May,2,2023,False,2023
2023-05-17,20230517,3,Wednesday,5,May,2,2023,False,2023
2023-05-18,20230518,4,Thursday,5,May,2,2023,False,2023
2023-05-19,20230519,5,Friday,5,May,2,2023,False,2023
2023-05-20,20230520,6,Saturday,5,May,2,2023,True,2023
2023-05-21,20230521,7,Sunday,5,May,2,2023,True,2023
2023-05-22,20230522,1,Monday,5,May,2,2023,False,2023
2023-05-23,20230523,2,Tuesday,5,May,2,2023,False,2023
2023-05-24,20230524,3,Wednesday,5,May,2,2023,False,2023
2023-05-25,20230525,4,Thursday,5,May,2,2023,False,2023
2023-05-26,20230526,5,Friday,5,May,2,2023,False,2023
2023-05-27,20230527,6,Saturday,5,May,2,2023,True,2023
2023-05-28,20230528,7,Sunday,5,May,2,2023,True,2023
2023-05-29,20230529,1,Monday,5,May,2,2023,False,2023
2023-05-30,20230530,2,Tuesday,5,May,2,2023,False,2023
2023-05-31,20230531,3,Wednesday,5,May,2,2023,False,2023
2023-06-01,20230601,4,Thursday,6,June,2,2023,False,2023
2023-06-02,20230602,5,Friday,6,June,2,2023,False,2023
2023-06-03,20230603,6,Saturday,6,June,2,2023,True,2023
2023-06-04,20230604,7,Sunday,6,June,2,2023,True,2023
2023-06-05,20230605,1,Monday,6,June,2,2023,False,2023
2023-06-06,20230606,2,Tuesday,6,June,2,2023,False,2023
2023-06-07,20230607,3,Wednesday,6,June,2,2023,False,2023
2023-06-08,20230608,4,Thursday,6,June,2,2023,False,2023
2023-06-09,20230609,5,Friday,6,June,2,2023,False,2023
2023-06-10,20230610,6,Saturday,6,June,2,2023,True,2023
2023-06-11,20230611,7,Sunday,6,June,2,2023,True,2023
2023-06-12,20230612,1,Monday,6,June,2,2023,False,2023
2023-06-13,20230613,2,Tuesday,6,June,2,2023,False,2023
2023-06-14,20230614,3,Wednesday,6,June,2,2023,False,2023
2023-06-15,20230615,4,Thursday,6,June,2,2023,False,2023
2023-06-16,20230616,5,Friday,6,June,2,2023,False,2023
